# Data again from Iris (see data-sources/Iris for whole data)
# Here we have made a paired comparison going 0->1 for two classes
# Thus, when we examine our data, we can see what confidence interval the
# functions give as they go 0->1
# We are used Petal.width for versicolor (0) and virginica (1)
0	1.4	0.5
0	1.5	0.5
0	1.5	0.5
0	1.3	0.5
0	1.5	0.5
0	1.3	0.5
0	1.6	0.5
0	1	0.5
0	1.3	0.5
0	1.4	0.5
0	1	0.5
0	1.5	0.5
0	1	0.5
0	1.4	0.5
0	1.3	0.5
0	1.4	0.5
0	1.5	0.5
0	1	0.5
0	1.5	0.5
0	1.1	0.5
0	1.8	0.5
0	1.3	0.5
0	1.5	0.5
0	1.2	0.5
0	1.3	0.5
0	1.4	0.5
0	1.4	0.5
0	1.7	0.5
0	1.5	0.5
0	1	0.5
0	1.1	0.5
0	1	0.5
0	1.2	0.5
0	1.6	0.5
0	1.5	0.5
0	1.6	0.5
0	1.5	0.5
0	1.3	0.5
0	1.3	0.5
0	1.3	0.5
0	1.2	0.5
0	1.4	0.5
0	1.2	0.5
0	1	0.5
0	1.3	0.5
0	1.2	0.5
0	1.3	0.5
0	1.3	0.5
0	1.1	0.5
0	1.3	0.5
1	2.5	0.5
1	1.9	0.5
1	2.1	0.5
1	1.8	0.5
1	2.2	0.5
1	2.1	0.5
1	1.7	0.5
1	1.8	0.5
1	1.8	0.5
1	2.5	0.5
1	2	0.5
1	1.9	0.5
1	2.1	0.5
1	2	0.5
1	2.4	0.5
1	2.3	0.5
1	1.8	0.5
1	2.2	0.5
1	2.3	0.5
1	1.5	0.5
1	2.3	0.5
1	2	0.5
1	2	0.5
1	1.8	0.5
1	2.1	0.5
1	1.8	0.5
1	1.8	0.5
1	1.8	0.5
1	2.1	0.5
1	1.6	0.5
1	1.9	0.5
1	2	0.5
1	2.2	0.5
1	1.5	0.5
1	1.4	0.5
1	2.3	0.5
1	2.4	0.5
1	1.8	0.5
1	1.8	0.5
1	2.1	0.5
1	2.4	0.5
1	2.3	0.5
1	1.9	0.5
1	2.3	0.5
1	2.5	0.5
1	2.3	0.5
1	1.9	0.5
1	2	0.5
1	2.3	0.5
1	1.8	0.5
