7.4471680E+00	-3.4834702E+01	1.86E-003
8.1025860E+00	-3.4393200E+01	1.00E+000
8.4525470E+00	-3.4152901E+01	2.00E+000
8.7112780E+00	-3.3979099E+01	3.00E+000
8.9167740E+00	-3.3845901E+01	4.00E+000
9.0871550E+00	-3.3732899E+01	5.00E+000
9.2325900E+00	-3.3640301E+01	6.00E+000
9.3595350E+00	-3.3559200E+01	7.00E+000
9.4721660E+00	-3.3486801E+01	8.00E+000
9.5733840E+00	-3.3423100E+01	9.00E+000
9.6652930E+00	-3.3365101E+01	1.00E+001
9.7494610E+00	-3.3313000E+01	1.10E+001
9.8270920E+00	-3.3260899E+01	1.20E+001
9.8991280E+00	-3.3217400E+01	1.30E+001
9.9663210E+00	-3.3176899E+01	1.40E+001
1.0029280E+01	-3.3139198E+01	1.50E+001
1.0088510E+01	-3.3101601E+01	1.60E+001
1.0144430E+01	-3.3066799E+01	1.70E+001
1.0197380E+01	-3.3035000E+01	1.80E+001
1.0247670E+01	-3.3003101E+01	1.90E+001
1.0295560E+01	-3.2971298E+01	2.00E+001
1.0341250E+01	-3.2942299E+01	2.10E+001
1.0384950E+01	-3.2916302E+01	2.20E+001
1.0426820E+01	-3.2890202E+01	2.30E+001
1.0467000E+01	-3.2864101E+01	2.40E+001
1.0505640E+01	-3.2841000E+01	2.50E+001
1.0542830E+01	-3.2817799E+01	2.60E+001
1.0578690E+01	-3.2797501E+01	2.70E+001
1.0613310E+01	-3.2774300E+01	2.80E+001
1.0646780E+01	-3.2757000E+01	2.90E+001
1.0679150E+01	-3.2733799E+01	3.00E+001
1.0710520E+01	-3.2716400E+01	3.10E+001
1.0740920E+01	-3.2699100E+01	3.20E+001
1.0770440E+01	-3.2678799E+01	3.30E+001
1.0799100E+01	-3.2661400E+01	3.40E+001
1.0826970E+01	-3.2644001E+01	3.50E+001
1.0854080E+01	-3.2626701E+01	3.60E+001
1.0880470E+01	-3.2612202E+01	3.70E+001
1.0906190E+01	-3.2597698E+01	3.80E+001
1.0931260E+01	-3.2583199E+01	3.90E+001
1.0955720E+01	-3.2568699E+01	4.00E+001
1.0979590E+01	-3.2554298E+01	4.10E+001
1.1002910E+01	-3.2539799E+01	4.20E+001
1.1025700E+01	-3.2525299E+01	4.30E+001
1.1047980E+01	-3.2510799E+01	4.40E+001
1.1069770E+01	-3.2499199E+01	4.50E+001
1.1091100E+01	-3.2487598E+01	4.60E+001
1.1111980E+01	-3.2473202E+01	4.70E+001
1.1132440E+01	-3.2461601E+01	4.80E+001
1.1152480E+01	-3.2435501E+01	4.90E+001
1.1172130E+01	-3.2435501E+01	5.00E+001
1.1191410E+01	-3.2426800E+01	5.10E+001
1.1210310E+01	-3.2412300E+01	5.20E+001
1.1228870E+01	-3.2400799E+01	5.30E+001
1.1247090E+01	-3.2392101E+01	5.40E+001
1.1264980E+01	-3.2380501E+01	5.50E+001
1.1282560E+01	-3.2366001E+01	5.60E+001
1.1299840E+01	-3.2357300E+01	5.70E+001
1.1316820E+01	-3.2348598E+01	5.80E+001
1.1333520E+01	-3.2339901E+01	5.90E+001
1.1349940E+01	-3.2328400E+01	6.00E+001
1.1366100E+01	-3.2319698E+01	6.10E+001
1.1382000E+01	-3.2311001E+01	6.20E+001
1.1397660E+01	-3.2299400E+01	6.30E+001
1.1413070E+01	-3.2290699E+01	6.40E+001
1.1428240E+01	-3.2282001E+01	6.50E+001
1.1443200E+01	-3.2273300E+01	6.60E+001
1.1457930E+01	-3.2264599E+01	6.70E+001
1.1472440E+01	-3.2256001E+01	6.80E+001
1.1486750E+01	-3.2247299E+01	6.90E+001
1.1500860E+01	-3.2238602E+01	7.00E+001
1.1514770E+01	-3.2229900E+01	7.10E+001
1.1528490E+01	-3.2224098E+01	7.20E+001
1.1542020E+01	-3.2215401E+01	7.30E+001
1.1555380E+01	-3.2203800E+01	7.40E+001
