# Iris data set from Fisher, for species I. setosa
# Here x=1 so we are dealing only with constants
# The SD here is just fixed arbitrarily
1	5.1	0.5
1	4.9	0.5
1	4.7	0.5
1	4.6	0.5
1	5	0.5
1	5.4	0.5
1	4.6	0.5
1	5	0.5
1	4.4	0.5
1	4.9	0.5
1	5.4	0.5
1	4.8	0.5
1	4.8	0.5
1	4.3	0.5
1	5.8	0.5
1	5.7	0.5
1	5.4	0.5
1	5.1	0.5
1	5.7	0.5
1	5.1	0.5
1	5.4	0.5
1	5.1	0.5
1	4.6	0.5
1	5.1	0.5
1	4.8	0.5
1	5	0.5
1	5	0.5
1	5.2	0.5
1	5.2	0.5
1	4.7	0.5
1	4.8	0.5
1	5.4	0.5
1	5.2	0.5
1	5.5	0.5
1	4.9	0.5
1	5	0.5
1	5.5	0.5
1	4.9	0.5
1	4.4	0.5
1	5.1	0.5
1	5	0.5
1	4.5	0.5
1	4.4	0.5
1	5	0.5
1	5.1	0.5
1	4.8	0.5
1	5.1	0.5
1	4.6	0.5
1	5.3	0.5
1	5	0.5
