1.00000E+00	1.60800E+01	2.82624E+01
2.00000E+00	3.38300E+01	2.82624E+01
3.00000E+00	6.58000E+01	2.82624E+01
4.00000E+00	9.72000E+01	2.82624E+01
5.00000E+00	1.91550E+02	2.82624E+01
6.00000E+00	3.26200E+02	2.82624E+01
7.00000E+00	3.86870E+02	2.82624E+01
8.00000E+00	5.20530E+02	2.82624E+01
9.00000E+00	5.90030E+02	2.82624E+01
1.00000E+01	6.51920E+02	2.82624E+01
1.10000E+01	7.24930E+02	2.82624E+01
1.20000E+01	6.99560E+02	2.82624E+01
1.30000E+01	6.89960E+02	2.82624E+01
1.40000E+01	6.37560E+02	2.82624E+01
1.50000E+01	7.17410E+02	2.82624E+01
