# Created on: 2013-12-02 00:00:56.416006
# degrees: 50
# data_points: 100
# sd: 0.100000
0.534682	0.560235	0.100000
0.101145	0.070060	0.100000
0.327779	0.330484	0.100000
0.175182	0.337796	0.100000
0.552727	0.793541	0.100000
0.302542	0.344962	0.100000
0.239957	0.453830	0.100000
0.176834	0.149153	0.100000
0.145047	0.142178	0.100000
0.192211	0.176721	0.100000
0.143105	-0.127863	0.100000
0.330207	0.399002	0.100000
0.205172	0.372740	0.100000
0.027411	-0.052354	0.100000
0.593084	0.644997	0.100000
0.410236	0.504109	0.100000
0.133962	-0.008405	0.100000
0.088412	0.213825	0.100000
0.106533	0.191935	0.100000
0.531290	0.594359	0.100000
0.235983	0.075716	0.100000
0.468154	0.467831	0.100000
0.637516	0.948820	0.100000
0.322870	0.293833	0.100000
0.211461	0.054086	0.100000
0.546499	0.594614	0.100000
0.213748	0.096249	0.100000
0.294088	0.324907	0.100000
0.324812	0.461955	0.100000
0.019302	0.011363	0.100000
0.578970	0.669420	0.100000
0.350898	0.340681	0.100000
0.486620	0.690896	0.100000
0.575407	0.634429	0.100000
0.068790	0.013437	0.100000
0.426771	0.559329	0.100000
0.194760	0.288408	0.100000
0.554418	0.639859	0.100000
0.442941	0.705103	0.100000
0.365818	0.175083	0.100000
0.241397	0.418839	0.100000
0.164831	0.344917	0.100000
0.189838	0.423993	0.100000
0.058134	0.092666	0.100000
0.458863	0.469212	0.100000
0.302546	0.383473	0.100000
0.030022	0.050727	0.100000
0.575990	0.755105	0.100000
0.142451	0.157118	0.100000
0.335667	0.353473	0.100000
0.419184	0.642599	0.100000
0.496123	0.629371	0.100000
0.051352	0.097363	0.100000
0.042090	-0.058157	0.100000
0.340340	0.297984	0.100000
0.438726	0.512945	0.100000
0.096452	0.245995	0.100000
0.421163	0.556256	0.100000
0.044281	0.115267	0.100000
0.214209	0.354893	0.100000
0.540088	0.542628	0.100000
0.038128	0.003500	0.100000
0.480214	0.351358	0.100000
0.433337	0.688545	0.100000
0.140401	0.046707	0.100000
0.081721	0.188025	0.100000
0.164811	0.175497	0.100000
0.294539	0.416256	0.100000
0.538819	0.648741	0.100000
0.490142	0.758764	0.100000
0.172440	0.214476	0.100000
0.414481	0.498633	0.100000
0.622576	0.847594	0.100000
0.084857	0.138772	0.100000
0.045692	-0.051137	0.100000
0.436764	0.600911	0.100000
0.305491	0.248256	0.100000
0.189215	0.028995	0.100000
0.252499	0.412642	0.100000
0.343865	0.424528	0.100000
0.188725	0.214627	0.100000
0.327006	0.489054	0.100000
0.059369	0.166112	0.100000
0.353923	0.607876	0.100000
0.094105	0.091779	0.100000
0.115083	0.212049	0.100000
0.127477	0.274593	0.100000
0.610065	0.748261	0.100000
0.099418	0.154930	0.100000
0.316546	0.230135	0.100000
0.612381	0.855635	0.100000
0.484654	0.438646	0.100000
0.051624	-0.005581	0.100000
0.536692	0.682215	0.100000
0.049567	0.026072	0.100000
0.611021	0.675263	0.100000
0.424845	0.543295	0.100000
0.359244	0.278531	0.100000
0.258902	0.293618	0.100000
0.519333	0.687504	0.100000
